,Topic_Num,Topic_Perc_Contrib,Keywords,Text
24,24.0,0.7027,"method, source, base, sample, analysis, laboratory, community, quantitative, specific, assess","Performance of forty-one microbial source tracking methods: A twenty-seven lab evaluation study The last decade has seen development of numerous new microbial source tracking (MST) methodologies, but many of these have been tested in just a few laboratories with a limited number of fecal samples. This method evaluation study examined the specificity and sensitivity of 41 MST methodologies by analyzing data generated in 27 laboratories. MST methodologies that targeted human, cow, ruminant, dog, gull, pig, horse, and sheep were tested against sewage, septage, human, cow, dog, deer, pig, chicken, pigeon, gull, horse, and goose fecal samples. Each laboratory received 64 blind samples containing a single source (singletons) or two sources (doubletons), as well as diluted singleton samples to assess method sensitivity. Laboratories utilized their own protocols when performing the methods and data were deposited in a central database before samples were unblinded. Between one and seven laboratories tested each method. The most sensitive and specific assays, based on an analysis of presence/absence of each marker in target and non-target fecal samples, were HF183 endpoint and HF183SYBR (human), CF193 and Rum2Bac (ruminant), CowM2 and CowM3 (cow), BacCan (dog), Gull2SYBR and LeeSeaGull (gull), PF163 and pigmtDNA (pig), HoF597 (horse), PhyloChip (pig, horse, chicken, deer), Universal 16S TRFLP (deer), and Bacteroidales 16S TRFLP (pig, horse, chicken, deer); all had sensitivity and specificity higher than 80% in all or the majority of laboratories. When the abundance of MST markers in target and non-target fecal samples was examined, some assays that performed well in the binary analysis were found to not be sensitive enough as median concentrations fell below a minimum abundance criterion (set at 50 copies per colony forming units of enterococci) in target fecal samples. Similarly, some assays that cross-reacted with non-target fecal sources in the binary analysis were found to perform well in a quantitative analysis because the cross-reaction occurred at very low levels. Based on a quantitative analysis, the best performing methods were HF183Taqman and BacH (human), Rum2Bac and BacR (ruminant), LeeSeaGull (gull), and Pig2Bac (pig); no cow or dog-specific assay met the quantitative specificity and sensitivity criteria. Some of the best performing assays in the study were run by just one laboratory so further testing of assay portability is needed. While this study evaluated the marker performance in defined samples, further field testing as well as development of frameworks for fecal source allocation and risk assessment are needed."
25,25.0,0.3855,"model, predict, simulation, base, parameter, develop, uncertainty, simulate, prediction, modeling","Regional regression models of percentile flows for the contiguous US: Expert versus data-driven independent variable selection Percentile flows are statistics derived from the flow duration curve (FDC) that describe the flow equaled or exceeded for a given percent of time. These statistics provide important information for managing rivers, but are often unavailable since most basins are ungauged. A common approach for predicting percentile flows is to deploy regional regression models based on gauged percentile flows and related independent variables derived from physical and climatic data. The first step of this process identifies groups of basins through a cluster analysis of the independent variables, followed by the development of a regression model for each group. This entire process hinges on the independent variables selected to summarize the physical and climatic state of basins. Distributed physical and climatic datasets now exist for the contiguous United States (US). However, it remains unclear how to best represent these data for the development of regional regression models. The study presented here developed regional regression models for the contiguous US, and evaluated the effect of different approaches for selecting the initial set of independent variables on the predictive performance of the regional regression models. An expert assessment of the dominant controls on the FDC was used to identify a small set of independent variables likely related to percentile flows. A data-driven approach was also applied to evaluate two larger sets of variables that consist of either (1) the averages of data for each basin or (2) both the averages and statistical distribution of basin data distributed in space and time. The small set of variables from the expert assessment of the FDC and two larger sets of variables for the data-driven approach were each applied for a regional regression procedure. Differences in predictive performance were evaluated using 184 validation basins withheld from regression model development. The small set of independent variables selected through expert assessment produced similar, if not better, performance than the two larger sets of variables. A parsimonious set of variables only consisted of mean annual precipitation, potential evapotranspiration, and baseflow index. Additional variables in the two larger sets of variables added little to no predictive information. Regional regression models based on the parsimonious set of variables were developed using 734 calibration basins, and were converted into a tool for predicting 13 percentile flows in the contiguous US. Supplementary Material for this paper includes an R graphical user interface for predicting the percentile flows of basins within the range of conditions used to calibrate the regression models. The equations and performance statistics of the models are also supplied in tabular form."
26,26.0,0.6134,"mantle, melt, composition, source, high, lavas, island, geochemical, hotspot, component","Peridotite xenoliths from the Polynesian Austral and Samoa hotspots: Implications for the destruction of ancient 187Os and 142Nd isotopic domains and the preservation of Hadean 129Xe in the modern convecting mantle The ReOs systematics in 13 peridotite xenoliths hosted in young (<0.39myr) rejuvenated lavas from the Samoan island of Savaii and 8 peridotite xenoliths from 6 to 10myr old lavas from the Austral island of Tubuai have been examined to evaluate the history of the oceanic mantle in this region. Modal mineralogy, trace element compositions and 187Os/188Os ratios suggest that these peridotites are not cognate or residual to mantle plumes but rather samples of Pacific oceanic lithosphere created at the ridge. Savaii and Tubuai islands lie along a flow line in the Pacific plate, and provide two snapshots (separated by over 40Ma in time) of Pacific mantle that originated in the same region of the East Pacific rise. Tubuai xenoliths exhibit 187Os/188Os from 0.1163 to 0.1304, and Savaii (Samoa) xenoliths span a smaller range from 0.1173 to 0.1284. The 187Os/188Os ratios measured in Tubuai xenoliths are lower than (and show no overlap with) basalts from Tubuai. The 187Os/188Os of the Savaii xenoliths overlap the isotopic compositions of lavas from the island of Savaii, but also extend to lower 187Os/188Os than the lavas. 3He/4He measurements of a subset of the xenoliths range from 2.5 to 6.4Ra for Tubuai and 10.8 to 12.4Ra for Savaii.Like abyssal peridotites and xenoliths from oceanic hotspots that sample the convecting mantle, Os isotopes from the Savaii and Tubuai xenolith suites are relatively unradiogenic, but do not preserve a record of depleted early-formed (Hadean and Archean) mantle domains expected from earlier cycles of ridge-related depletion, continent extraction, or subcontinental lithospheric mantle erosion. The lack of preservation of early-formed, geochemically-depleted Os-isotopic and 142Nd/144Nd domains in the modern convecting mantle contrasts with the preservation of early-formed (early-Hadean) 129Xe/130Xe isotopic heterogeneities in the convecting mantle. This can be explained if the initial isotopic signatures in ReOs and SmNd systems are erased by recycling because the parent and daughter elements are retained in subducting slabs and more efficiently returned to the mantle during subduction than Xe. In this way, early-formed Os and Nd-isotopic heterogeneities could have been overprinted with, and diluted by, younger isotopic signatures. In contrast, preservation of early-formed heterogeneities in the modern convecting mantle is possible for other elements, such as Xe, that are not as efficiently recycled back into the mantle, owing to greater fluid mobility that concentrates such elements in the near-surface. Differing recycling efficiencies for Os, Nd and Xe lead to wide differences in the preservation of Hadean isotopic signatures of these elements in the modern convecting mantle. In general, incompatible elements that are fluid mobile (e.g., Xe) concentrate in surface reservoirs and are more likely to preserve Hadean geochemical signatures in the convecting mantle than compatible elements (e.g., Os) and fluid immobile incompatible elements (e.g., Nd)."
27,27.0,0.597,"fire, restoration, area, wildfire, recovery, burn, california, year, include, restore",North Campus Open Space Vernal Pool Complex Restoration Project This project supports restoration of 12 acres of rare wetland and upland habitat on the University of California Santa Barbaras (UCSBs) South Parcel including a 6-acre vernal pool complex back dune swale vernal marsh and salt marsh wetland habitats. The project site is adjacent to Devereux Slough within UCSBs North Campus Open Space (NCOS) part of the protected 652-acre Ellwood Devereux coastal open space area. Historically the upper Devereux Slough contained significant wetland values with both palustrine and estuarine habitat types and supported more than half of the coastal wetlands within the slough system. In 1965 wetlands in the upper slough were filled to create the Ocean Meadows golf course. Up to 500000 cubic yards of soil were moved from adjacent lands causing severe degradation of the borrow sites and raising the elevation of the lower estuary between four and 10 feet. Filling reduced the flood capacity of the wetland and significantly reduced habitat for estuarine and palustrine dependent wildlife including fish birds insects and mammals of concern (Campopiano et. al 2000). In 2011 and 2013 the State Coastal Conservancy (SCC) received two NCWCP grants for a total of $2 million; $500000 for the acquisition of the Ocean Meadows/Upper Devereux Slough that occurred in 2013 and $1.5 million towards restoration of that wetland to its historic status. The restoration portions of those grants have been combined to fund a portion of Phase 1a of the larger restoration vision for this estuary. This project is for Phase 1b (12 acres) which forms an integrated and integral part of the larger project. 
28,28.0,0.6365,"product, observation, satellite, situ, measurement, algorithm, develop, ocean_color, propose, profile","Atmospheric Correction Over Coastal Oceans using Hyperspectral Imaging and Scanning Polarimetry (ACOCO-HISP) This proposal addresses the NASA 2012 ROSES A.32 solicitation for research on improving atmospheric correction capability in remote sensing of coastal waters. The common approach for atmospheric correction is to use top-of-the-atmosphere (TOA) radiance in the near infrared (NIR) or short-wave infrared (SWIR) to select a ‘standard’ aerosol model, and to then use this model to calculate the TOA atmospheric radiance in the visible (VIS). This approach suffers from limitations that severely restrict the accuracy of water-leaving radiance retrievals especially in coastal regions covered by absorbing aerosols. We propose using radiance observations in the near ultra-violet (NUV) and O2 A-band as well as polarized multiangle radiance measurements in the VIS-NIR-SWIR to improve the efficacy of atmospheric correction for remote sensing of coastal waters. We will mostly utilize currently sponsored flights of the Airborne Visible/Infrared Imaging Spectrometer (AVIRIS) onboard an ER-2 (high-altitude) aircraft to obtain the requisite NUV and O2 A-band over the coast of California. We will provide the Research Scanning Polarimeter (RSP) onboard the ER-2 at minimal cost to obtain the requisite multiangle VIS-NIR- SWIR polarized radiance. We will expand existing inversion algorithms to include these radiance data, and expand our ocean model to include independent variations for underwater-light scattering and absorption. Validation of atmospheric correction results will be performed by comparing the resulting water-leaving radiance with ship-based measurements from the NASA Plumes and Blooms (PnB) ocean color project. We will compare our ocean color retrievals with those retrieved from coincident satellite observations, and perform extensive sensitivity studies, to evaluate the benefits to atmospheric correction of adding NUV radiance, O2 radiance, and multiangle VIS-NIR-SWIR polarized radiance to the common suite of VIS-NIR-SWIR ocean color observations. The proposed research is the first to date to examine in detail and quantify the anticipated improvement in atmospheric correction when such measurements are included. The 169 need for NUV radiance measurements to achieve this objective has been recognized in the recent formulation of threshold requirements for the NASA Pelagic and Coastal Ecosystem (PACE) mission. The PACE mission also advocates the contemporaneous use of multispectral and multiangle polarized radiance and of O2 A-band radiances to improve atmospheric correction. The results of the proposed research will also benefit other planned NASA missions, such as the Geostationary Coastal and Air Pollution Events (GEO-CAPE) and the Hyperspectral Infrared Imager (HyspIRI) missions, which add UV (and O2) bands and also require improved atmospheric correction algorithms. Analyzing the AVIRIS, RSP and ship based measurements is a highly complex undertaking that requires a multidisciplinary team of specialists. Dr. Chowdhary has worked for over a decade on the simultaneous retrieval of aerosol and ocean properties from RSP measurements. He developed a state-of-the-art radiative transfer program for polarized underwater light, and is a member of the Glory Science Team (GST) and the PACE Science Definition Team (PSDT). Dr. Alexandrov, Dr. van Diedenhoven, and Dr. Knobelspiesse have worked extensively on developing state-of-the-art inversion algorithms for RSP and APS data, and are also members of the GST. Mr. McCubbin has been part of the AVIRIS team at JPL for 15 years, and has extensive flight operation experience with AVIRIS and the ER-2. Dr. Cairns is the instrument scientist for the RSP and APS instruments, a member of the PSDT and the GST, and has overseen analyses of RSP data from all previous field campaigns. Dr. Siegel is a member of the PSDT, has overseen the PnB project for more than 15 years and is a developer of recent satellite ocean color analyses that use spectral inversion algorithms."
29,29.0,0.7511,"area, land_use, conservation, habitat, urban, land, crop, biodiversity, region, specie","Unintended habitat loss on private land from grazing restrictions on public rangelands Management of public lands, and who should have access to them, is often contentious. Most ranches in the western US rely upon seasonal grazing access to public lands, and conflict over biodiversity management has led to proposals to restrict grazing access on public lands. We evaluate whether grazing restrictions on public rangelands could have the unintended effect of increasing the conversion of private rangeland to cropland, causing habitat loss for sagegrouse, a species of conservation concern. Using a model parameterized with empirical observations of land use change and ranch versus cropland profitability, we explore how changes to public lands grazing policy could affect ranch profitability and consequently land use on private lands across the western US. We predict that restricting grazing of public lands by 50% would result in the loss of an additional 171,400 ha of sagegrouse habitat on private lands by 2050, on top of the 842,000 ha predicted to be lost under business as usual. Most of this conversion would affect sagegrouse mesic habitat, 75% of which occurs on private land and is vital to the species during brood rearing. Under such policy changes, we estimate that an additional 105,700 ha (3.24%) of sagegrouse mesic habitat held on private land in the study region would be directly lost by 2050, and the cumulative area affected by fragmentation would be much higher. By considering the human and ecological links between public and private land, we show that attempts to improve habitat on public lands via grazing restrictions could result in greater systemwide fragmentation of sagegrouse habitat from unintended habitat loss on private lands. Synthesis and applications. Policy interventions on public lands can affect private landholders. Landholders responses can result in unintended consequences, both for habitat on private land and community support for conservation. Restricting grazing on US public lands is likely to increase habitat loss on private lands and reduce community support for sage grouse conservation. Policy that manages resources on public lands while also supporting sustainable, economically viable ranching operations on private lands is a promising approach to maximizing sage grouse habitat. La gesti n de terrenos p blicos, y determinar qui n tiene acceso a los mismos, suele ser pol mica. La mayor a de los ranchos en el oeste de los EE.UU dependen del acceso estacional a pastos en terrenos p blicos, y dado al conflicto con la gesti n de la biodiversidad, ha desencadenado en peticiones para restringir el pastoreo en terrenos p blicos. Evaluamos si las restricciones de pastoreo en terrenos p blicos podr an desembocar en la no deseada conversi n de pastos privados en campos de cultivo, produciendo p rdida de h bitat para el urogallo (Centrocercus urophasianus), una especie de inter s de conservaci n. Utilizamos un modelo parametrizado con observaciones emp ricas de cambios de uso del suelo y ranchos frente a rentabilidad de campos de cultivo, para explorar c mo los cambios en la pol tica de pastoreo en terreno p blico puede afectar la rentabilidad de los ranchos, y consecuentemente el uso de suelo en terrenos privados en la regi n occidental de los EE.UU. Nuestras predicciones muestran que restringir el pastoreo al 50% en terrenos p blicos derivar a en la p rdida adicional de 171,400 ha de h bitat para el urogallo en terreno privado en 2050, sumado a las 842,000 ha que se perder an siguiendo la gesti n actual. La mayor conversi n afectar a al mesoh bitat del urogallo, el cual reside en un 75% en terreno privado y es vital durante la poca de reproducci n. Dados estos cambios de pol tica, estimamos que en nuestra rea de estudio se perder n 105,700 ha (3.24%) adicionales de mesoh bitat del urogallo en terreno privado para 2050, afectando un rea mucho mayor por efecto de la fragmentaci n de h bitat. Tomando en cuenta los v nculos humanos y ecol gicos entre el terreno p blico y privado, mostramos c mo los intentos para mejorar el h bitat en terreno p blico a trav s de restricciones en el pastoreo puede resultar en mayor fragmentaci n a nivel de sistema del h bitat del urogallo dado a la p rdida de h bitat no intencional en terreno privado. Resumen y aplicaciones. Las intervenciones de pol ticas en terreno p blico pueden afectar a propietarios de terreno privado. La reacci n de los propietarios puede resultar en consecuencias no deseadas, tanto para el h bitat en suelo privado como para el apoyo a la conservaci n. Es probable que restringir el pastoreo en terreno p blico estadounidense aumente la p rdida de h bitat en suelo privado y reduzca el apoyo a la conservaci n del urogallo. Las pol ticas de gesti n de recursos en suelo p blico son prometedoras para maximizar el h bitat del urogallo, al mismo tiempo que promueven ranchos sostenibles y econ micamente viables en suelo privado. Policy interventions on public lands can affect private landholders. Landholders responses can result in unintended consequences, both for habitat on private land and community support for conservation. Restricting grazing on US public lands is likely to increase habitat loss on private lands and reduce community support for sage grouse conservation. Policy that manages resources on public lands while also supporting sustainable, economically viable ranching operations on private lands is a promising approach to maximizing sage grouse habitat."
30,31.0,0.4724,"time, test, suggest, evidence, lead, find, major, occur, remain, large","The influence of edge effects on crack propagation in snow stability tests Propagation tests are used to assess the likelihood of crack propagation in a snowpack, yet little is known about how test length affects propagation. Guidelines suggest beams with lengths around 1 m for Extended Column Tests (ECTs) and Propagation Saw Tests (PSTs). To examine how test length affects propagation, we performed 163 ECTs and PSTs 1 to 10 m long. On days with full crack propagation in 1.0 to 1.5 m tests, we then made videos of tests 2 to 10 m long. We inserted markers for particle tracking to measure collapse amplitude, collapse wave speed, and wavelength. We also used a finite element model to simulate the strain energy release rate at fixed crack lengths. We find that: (1) the proportion of tests with full propagation decreased with test length; (2) collapse was greater at the ends of the beams than in the centers; (3) collapse amplitudes in the longer tests were consistent with the shorter tests and did not reach a constant value; (4) collapse wavelengths in the longer tests were around 3 m, 2 greater than what is predicted by the anticrack model. Based on our field tests and FE models, we conclude that the shorter tests fully propagated more frequently because of increased stress concentration from the far edge. The FE model suggests this edge effect occurs for PSTs up to 2 m long or a crack to beam length ratio ‚â• 0.20. Our results suggest that ECT and PST length guidelines may need to be revisited."
31,32.0,0.5893,"host, population, coral, abundance, habitat, disease, specie, genetic, environmental, predator","Lyme disease risk in southern California: abiotic and environmental drivers of Ixodes pacificus (Acari: Ixodidae) density and infection prevalence with Borrelia burgdorferi Tick-borne diseases, particularly Lyme disease, are emerging across the northern hemisphere. In order to manage emerging diseases and predict where emergence will likely occur, it is necessary to understand the factors influencing the distribution, abundance and infection prevalence of vector species. In North America, Lyme disease is the most common vector-borne disease and is transmitted by blacklegged ticks. This study aimed to explore the abiotic and environmental drivers of density and infection prevalence of western blacklegged ticks (Ixodes pacificus) in southern California, an understudied and densely populated region of North America. RESULTS: Over the course of this two-year study, densities of I. pacificus adults were consistently positively associated with host availability for juvenile ticks and dense oak woodland habitat. Densities of nymphal and larval I. pacificus, on the other hand were primarily predicted by host availability for juvenile ticks in the first year of the study, and by habitat characteristics such as dense leaf litter in the second year. Infection with the causative agent of Lyme disease, Borrelia burgdorferi (sensu stricto), and related spirochetes was not predicted by the abiotic conditions promoting I. pacificus populations, but rather by diversity of the tick community, and in particular by the presence of two Ixodes tick species that do not generally feed on humans (Ixodes spinipalpis and Ixodes peromysci). Borrelia spp. infection was not detected in the I. pacificus populations sampled, but was detected in other vector species that may maintain enzootic transmission of the pathogen on the landscape. CONCLUSIONS: This study identified dense oak woodlands as high-risk habitats for I. pacificus tick encounter in southern California. The shift in relative importance of host availability to habitat characteristics in predicting juvenile tick abundance occurred as Californias historic drought intensified, suggesting that habitat providing suitable microclimates for tick survivorship became centrally important to patterns of abundance in the face of deleterious abiotic conditions. These results underscore the need for further investigation of the effects of climate change on tick-borne disease in California. Finally, despite low risk of human Lyme disease infection posed by I. pacificus in southern California, evidence of infection was found in other tick species, suggesting that enzootic transmission of tick-borne borreliae may be occurring in southern California, and involve parallel enzootic cycles with other tick and host species but not necessarily humans."
32,33.0,0.6052,"estimate, emission, source, high, methane, pressure, measurement, concentration, derive, increase","Structure, thermodynamic and transport properties of liquid MgSiO3: Comparison of molecular models and laboratory results Liquid MgSiO3 is a model for the Earths magma ocean and of remnant melt present near the coremantle boundary. Here, models for molten MgSiO3 are computed employing empirical potential molecular dynamics (EPMD) and results are compared to published results including two EPMD studies and three first-principles molecular dynamics (FPMD) models and to laboratory data. The EPMD results derived from the Oganov (OG) potential come closest to the density of MgSiO3 liquid at the 1-bar melting point inferred from the melting curve. At higher P, EPMD densities calculated from the OG potential and FPMD broadly match shock wave studies, with the OG potential yielding the better comparison. Matsui (M) potential results deviate from other studies above º50GPa. Overall, results based on the OG potential compare best to experimental densities over the PT range of the mantle. Isothermally, upon increasing P the mean coordination numbers ( CN ) of oxygen around Si and Mg monotonically increase with pressure. Tetrahedral Si and octahedral Si monotonically increase and decrease, respectively, whereas pentahedral Si maximizes at 1020GPa. Tetrahedral Mg decreases monotonically as P increases whereas pentahedral, octahedral and higher coordination polyhedra each show similar behavior first increasing and then decreasing after attaining a maximum; the P of the maximum for each polyhedra type migrates to higher P as the CN increases. Free oxygen and oxygen with one nearest neighbor of either Si or Mg decreases whereas Si or Mg with two or three nearest oxygens (i.e., tricluster oxygen) increases with increasing P isothermally. The increase of tricluster oxygen is consistent with spectroscopy on MgSiO3 glass quenched from 2000K and 040GPa and high-energy X-ray studies constraining the coordination of O around Mg and around Si at 2300K and 1bar. Coordination statistics from FPMD studies for O around Si and Si around O are in agreement with the EPMD results based on the M and OG potentials. Mg self-diffusivity is greater than O and Si self-diffusivities for both the M and OG potentials. All D values monotonically decrease with increasing pressure isothermally and all atoms are more diffusive in the M liquid compared to the OG liquid except at T >º5000K and P >100GPa. Previously published EPMD diffusivities fall between values given by the M and OG potentials, at least up to 45GPa. The M liquid is generally less viscous than the OG liquid except at P >º80GPa. Activation energy and volume are around 96kJ/mol and 1.5cm3/mol, respectively. The FPMD viscosity results at 120GPa and 4000 and 4500K are essentially identical to the values from the M and OG potentials. FPMD viscosity results are similar to the OG results for P <60GPa; at higher P, the FPMD viscosities are higher. At 4000K and 100GPa the shear viscosity of liquid MgSiO3 is º0.1Pas. More extensive laboratory results are required to better define the thermodynamic, transport and structural properties of MgSiO3 liquids and for comparison with computational studies."
33,34.0,0.6596,"site, base, survey, conduct, field, year, location, provide, include, order",Research and Restoration at Casmalia Landfill: Ecosystem Evaluation and Restoration for Species Recovery The Casmalia Landfill Superfund Site is located approximately 10 miles southwest of the city of Santa Maria in Santa Barbara County California. The site was owned and operated by Casmalia Resources and accepted approximately 5.6 billion pounds of waste between 1973 and 1989. Waste disposal units at the site included: 6 landfills for pesticides/solvents metals caustic/cyanides acids and non-liquid polychlorinated biphenyls; 43 surface impoundments; 15 evaporation pads; 2 non-hazardous waste spreading areas; 6 oil field spreading areas; 11 shallow injection wells; 7 disposal trenches; 1 drum burial unit; and 6 landfills. The site supports five stormwater ponds that may serve as an attractive nuisance to wildlife. The federally endangered California tiger salamander (Ambystoma californiense) and federally threatened Calfornia red-legged frog (Rana draytonii) have been detected at the site. In 2001 the U.S. Fish and Wildlife Service (Service) entered into an agreement with EPA to extend a covenant not to sue for Natural Resource Damages to potentially responsible parties as part of a de minimis settlement. The Service received $178250 in settlement funds in exchange for the issuance of the covenant not to sue. The Service intends to use these funds to conduct restoration that will benefit the California red-legged frog California tiger salamander and other trust resources. Biological surveys were conducted in the late 1990s and early 2000s in support of EPAs ecological risk assessment and remedial investigation. Updated surveys are necessary in order to determine current usage of the site by our trust resources and to best guide the use of the limited settlement dollars available to conduct restoration. The Ventura Fish and Wildlife Office proposes to use the requested funding to conduct surveys for the California red-legged frog and California tiger salamander in strategic locations within the site and surrounding habitats to determine current usage of the site by these species. Surveys for California red-legged frogs were previously conducted in 1998 1999 2001 2002 2003 and 2004. Surveys for California tiger salamanders were conducted in 2002/2003 and 2004/2005. California red-legged frogs were detected in all survey efforts with the exception of 2004. California tiger salamanders were detected during drift fence surveys in 2004/2005. Because California tiger salamander surveys have never been replicated at the site in the six years since the species was detected and because the species is so acutely imperiled within Santa Barbara County information about presence or absence of the species at the Casmalia Resources site would be invaluable. In addition previous surveys for California tiger salamanders established presence of metamorphosed individuals in upland habitat but the extent of California tiger salamander breeding in aquatic resources at the site remains unknown. The trend in observations of California red-legged frogs throughout the 1998 to 2004 study period demonstrated a rapid decline from over 50 individuals detected in 1998 to no individuals detected in 2003 or 2004. The absence of California red-legged frogs in 2003 and 2004 is suspected to be associated with low water levels in the stormwater ponds due to pumping of water for the construction of a landfill cap and increasing total dissolved solids (TDS) in the stormwater ponds. The water level in all ponds is currently high relative to 2003/2004 however TDS remains high and the use of the ponds by California red-legged frogs and California tiger salamanders is unknown. It is likely that the high TDS is creating an attractive nuisance for the California tiger salamanders and California red-legged frogs attempting to breed at the site. This project will evaluate the need for (through aquatic and upland surveys) and feasibility of creating additional breeding ponds at the site to provide suitable breeding habitat away from areas with high TDS. Ponds will subsequently be created as deemed appropriate and monitored in subsequent years. The proposed surveys will assist the Service in providing technical assistance to EPA during the remedial process and implementing restoration for the California red-legged frog and California tiger salamander. Updated information about the use of the site by California tiger salamanders and California red-legged frogs will support the Services effort to work with EPA in evaluating and selecting a remedy that would provide maximum habitat for trust resources and understand the use of the site be these species. The study will be conducted in phases to achieve the overall objectives of the study. 
34,35.0,0.4122,"process, system, understand, study, dynamic, ecological, role, interaction, understanding, provide","Laser vision: lidar as a transformative tool to advance critical zone science Observation and quantification of the Earths surface is undergoing a revolutionary change due to the increased spatial resolution and extent afforded by light detection and ranging (lidar) technology. As a consequence, lidar-derived information has led to fundamental discoveries within the individual disciplines of geomorphology, hydrology, and ecology. These disciplines form the cornerstones of critical zone (CZ) science, where researchers study how interactions among the geosphere, hydrosphere, and biosphere shape and maintain the zone of life, which extends from the top of unweathered bedrock to the top of the vegetation canopy. Fundamental to CZ science is the development of transdisciplinary theories and tools that transcend disciplines and inform others work, capture new levels of complexity, and create new intellectual outcomes and spaces. Researchers are just beginning to use lidar data sets to answer synergistic, transdisciplinary questions in CZ science, such as how CZ processes co-evolve over long timescales and interact over shorter timescales to create thresholds, shifts in states and fluxes of water, energy, and carbon. The objective of this review is to elucidate the transformative potential of lidar for CZ science to simultaneously allow for quantification of topographic, vegetative, and hydrological processes. A review of 147 peer-reviewed lidar studies highlights a lack of lidar applications for CZ studies as 38 % of the studies were focused in geomorphology, 18 % in hydrology, 32 % in ecology, and the remaining 12 % had an interdisciplinary focus. A handful of exemplar transdisciplinary studies demonstrate lidar data sets that are well-integrated with other observations can lead to fundamental advances in CZ science, such as identification of feedbacks between hydrological and ecological processes over hillslope scales and the synergistic co-evolution of landscape-scale CZ structure due to interactions amongst carbon, energy, and water cycles. We propose that using lidar to its full potential will require numerous advances, including new and more powerful open-source processing tools, exploiting new lidar acquisition technologies, and improved integration with physically based models and complementary in situ and remote-sensing observations. We provide a 5-year vision that advocates for the expanded use of lidar data sets and highlights subsequent potential to advance the state of CZ science."
35,36.0,0.6323,"population, growth, individual, effect, level, dynamic, rate, size, dispersal, condition",Collaborative Research: Demographic heterogeneity in landscapes and communities Variation in phenotypic traits occurs within all populations. This in turn creates variation in demo- graphic traits — the propensity to survive more or less or to have more or fewer offspring (contrast with the actual life history an organism experiences — its demographic fate; see Kendall & Fox 2003) as well as individual growth and dispersal rates. While ecologists do use models (like linear matrix models) that classify individuals by age stage or size and sex most assume that in doing so they have captured suffi- cient variation so that further variation is simply noise of small amplitude. This is not necessarily the case. This variation in traits occurs even when within categories such as age stage size or sex. We use the term demographic heterogeneity to refer collectively to the variation in birth death growth and dispersal rates among individuals in an age stage or size class. Demographic heterogeneity can be produced by various mechanisms including genetic variabil- ity(Yashin et al. 1999 Ducrocq et al. 2000 Gerdes et al. 2000 Casellas et al. 2004 Isberg et al. 2006)spatial heterogeneity in the habitat(Gates and Gysel 1978 Boulding and Van Alstyne 1993 Menge et al. 1994 Winter et al. 2000 Franklin et al. 2000 Manolis et al. 2002 Bollinger and Gavin 2004 Landis et al. 2005) unequal allocation of parental care(e.g. Johnstone 2004; Manser&Avey 2000) seed heter- omorphisims(e.g. Silvertown 1984; Venable &Burquez M 1990) maternal family effect (Fox et al. 2006) learned feeding preferences (Bolnick et al. 2003) and social rank (e.g. von Holst Hutzelmeyer &Kaetzke 2002). Demographic heterogeneity is taxonomically widespread. For example heterogeneity in survival has been found in crocodiles (Isberg et al. 2006) baboons (Bronikowski et al. 2002) birds (Wintrebert et al. 2005 Fox et al. 2006) wild plants (Beckage and Clark 2003 Landis et al. 2005) domestic ani- mals(Ducrocq et al. 2000 Casellas et al. 2004) and humans(Yashin et al. 1999 Garibotti et al. 2006) including British aristocrats(Doblhammer and Oeppen 2003). Demographic heterogeneity has been shown to have a variety of effects on population dynamics. Heterogeneity in survival and reproduction can change the population variabliltydue to demographic sto- chasticity often reducing it relative to a homogeneous population with the same average rates. Hetero- geneity in survival if it persists throughout the life cycle creates cohort selection which in turn increases the asymptotic population growth rate and equilibrium population densities. Finally heterogeneity in dispersal ability can increase the rate at which an invading population spreads. 
